epoch,acc,loss,val_acc,val_loss
0,0.959916666667,0.139920221118,0.956083333333,0.15446304532
1,0.966541666667,0.120018371574,0.95925,0.137963152948
2,0.971520833333,0.103677950779,0.96025,0.13554240289
